task_id,account_id,project_id,created_by_user_id,assignee_user_id,task_status,priority,has_blocker,created_at_utc,start_at_utc,due_at_utc,completed_at_utc
tsk_001750,acc_0017,prj_00102,usr_00198,usr_00197,in_progress,critical,False,2026-02-12 00:00:00+00:00,2026-02-15 00:00:00+00:00,2026-02-18 00:00:00+00:00,
tsk_001751,acc_0017,prj_00102,usr_00197,usr_00192,in_progress,high,False,2026-02-16 00:00:00+00:00,2026-02-17 00:00:00+00:00,2026-03-09 00:00:00+00:00,
tsk_001752,acc_0017,prj_00102,usr_00196,usr_00194,done,high,True,2026-01-21 00:00:00+00:00,2026-01-22 00:00:00+00:00,2026-02-02 00:00:00+00:00,2026-02-25 00:00:00+00:00
tsk_001753,acc_0017,prj_00102,usr_00194,usr_00197,done,medium,False,2026-02-13 00:00:00+00:00,2026-02-14 00:00:00+00:00,2026-03-03 00:00:00+00:00,2026-02-24 00:00:00+00:00
tsk_001754,acc_0017,prj_00102,usr_00196,usr_00196,done,high,False,2026-02-23 00:00:00+00:00,2026-02-26 00:00:00+00:00,2026-03-10 00:00:00+00:00,2026-02-26 00:00:00+00:00
tsk_001755,acc_0017,prj_00102,usr_00198,usr_00196,backlog,medium,False,2026-02-17 00:00:00+00:00,2026-02-20 00:00:00+00:00,2026-03-04 00:00:00+00:00,
tsk_001756,acc_0017,prj_00102,usr_00197,usr_00196,in_progress,medium,False,2026-01-15 00:00:00+00:00,2026-01-18 00:00:00+00:00,2026-02-08 00:00:00+00:00,
tsk_001757,acc_0017,prj_00102,usr_00193,usr_00193,in_progress,low,False,2026-01-22 00:00:00+00:00,2026-01-22 00:00:00+00:00,2026-01-26 00:00:00+00:00,
tsk_001758,acc_0017,prj_00102,usr_00197,usr_00196,done,medium,False,2026-01-31 00:00:00+00:00,2026-02-03 00:00:00+00:00,2026-02-14 00:00:00+00:00,2026-02-07 00:00:00+00:00
tsk_001759,acc_0017,prj_00102,usr_00193,usr_00195,cancelled,medium,False,2026-01-31 00:00:00+00:00,2026-01-31 00:00:00+00:00,2026-02-03 00:00:00+00:00,
tsk_001760,acc_0017,prj_00102,usr_00195,usr_00198,in_progress,high,False,2026-02-06 00:00:00+00:00,2026-02-09 00:00:00+00:00,2026-02-21 00:00:00+00:00,
tsk_001761,acc_0017,prj_00102,usr_00195,usr_00196,in_progress,high,False,2026-02-21 00:00:00+00:00,2026-02-21 00:00:00+00:00,2026-03-02 00:00:00+00:00,
tsk_001762,acc_0017,prj_00102,usr_00193,usr_00196,done,medium,False,2026-01-18 00:00:00+00:00,2026-01-21 00:00:00+00:00,2026-02-07 00:00:00+00:00,2026-02-15 00:00:00+00:00
tsk_001763,acc_0017,prj_00102,usr_00192,usr_00194,in_progress,high,False,2026-02-09 00:00:00+00:00,2026-02-11 00:00:00+00:00,2026-02-18 00:00:00+00:00,
tsk_001764,acc_0017,prj_00102,usr_00194,usr_00192,done,medium,False,2026-02-05 00:00:00+00:00,2026-02-07 00:00:00+00:00,2026-02-22 00:00:00+00:00,2026-02-08 00:00:00+00:00
tsk_001765,acc_0017,prj_00102,usr_00191,usr_00194,backlog,high,True,2026-01-08 00:00:00+00:00,2026-01-09 00:00:00+00:00,2026-01-29 00:00:00+00:00,
tsk_001766,acc_0017,prj_00102,usr_00197,usr_00194,done,low,False,2026-02-24 00:00:00+00:00,2026-02-24 00:00:00+00:00,2026-02-27 00:00:00+00:00,2026-02-25 00:00:00+00:00
tsk_001767,acc_0017,prj_00102,usr_00197,usr_00197,in_progress,high,False,2026-02-03 00:00:00+00:00,2026-02-04 00:00:00+00:00,2026-02-18 00:00:00+00:00,
tsk_001768,acc_0017,prj_00102,usr_00192,usr_00197,done,medium,False,2026-01-26 00:00:00+00:00,2026-01-28 00:00:00+00:00,2026-02-04 00:00:00+00:00,2026-02-13 00:00:00+00:00
tsk_001769,acc_0017,prj_00103,usr_00198,usr_00192,done,high,False,2026-01-25 00:00:00+00:00,2026-01-28 00:00:00+00:00,2026-02-18 00:00:00+00:00,2026-01-29 00:00:00+00:00
tsk_001770,acc_0017,prj_00103,usr_00194,usr_00196,done,medium,False,2026-01-14 00:00:00+00:00,2026-01-15 00:00:00+00:00,2026-01-31 00:00:00+00:00,2026-01-21 00:00:00+00:00
tsk_001771,acc_0017,prj_00103,usr_00198,,done,low,False,2026-01-10 00:00:00+00:00,2026-01-13 00:00:00+00:00,2026-02-02 00:00:00+00:00,2026-02-09 00:00:00+00:00
tsk_001772,acc_0017,prj_00103,usr_00191,usr_00195,in_progress,medium,False,2026-02-03 00:00:00+00:00,2026-02-06 00:00:00+00:00,2026-02-09 00:00:00+00:00,
tsk_001773,acc_0017,prj_00103,usr_00198,usr_00191,done,medium,False,2026-01-27 00:00:00+00:00,2026-01-30 00:00:00+00:00,2026-02-16 00:00:00+00:00,2026-02-09 00:00:00+00:00
tsk_001774,acc_0017,prj_00103,usr_00194,usr_00194,in_progress,high,False,2026-01-12 00:00:00+00:00,2026-01-13 00:00:00+00:00,2026-01-23 00:00:00+00:00,
tsk_001775,acc_0017,prj_00103,usr_00193,usr_00195,blocked,low,True,2026-02-23 00:00:00+00:00,2026-02-25 00:00:00+00:00,2026-03-07 00:00:00+00:00,
tsk_001776,acc_0017,prj_00103,usr_00195,usr_00193,backlog,medium,False,2026-01-21 00:00:00+00:00,2026-01-24 00:00:00+00:00,2026-02-07 00:00:00+00:00,
tsk_001777,acc_0017,prj_00103,usr_00196,usr_00191,backlog,medium,False,2026-02-24 00:00:00+00:00,2026-02-26 00:00:00+00:00,2026-03-04 00:00:00+00:00,
tsk_001778,acc_0017,prj_00103,usr_00197,usr_00198,done,medium,False,2026-02-21 00:00:00+00:00,2026-02-21 00:00:00+00:00,2026-03-04 00:00:00+00:00,2026-02-23 00:00:00+00:00
tsk_001779,acc_0017,prj_00103,usr_00195,usr_00196,in_progress,medium,False,2026-01-10 00:00:00+00:00,2026-01-12 00:00:00+00:00,2026-01-29 00:00:00+00:00,
tsk_001780,acc_0017,prj_00103,usr_00195,usr_00198,done,medium,False,2026-02-17 00:00:00+00:00,2026-02-17 00:00:00+00:00,2026-03-06 00:00:00+00:00,2026-02-18 00:00:00+00:00
tsk_001781,acc_0017,prj_00103,usr_00193,usr_00195,in_progress,critical,False,2026-02-05 00:00:00+00:00,2026-02-07 00:00:00+00:00,2026-02-15 00:00:00+00:00,
tsk_001782,acc_0017,prj_00104,usr_00195,usr_00198,done,low,True,2026-01-18 00:00:00+00:00,2026-01-20 00:00:00+00:00,2026-01-30 00:00:00+00:00,2026-01-22 00:00:00+00:00
tsk_001783,acc_0017,prj_00104,usr_00194,usr_00193,done,low,True,2025-12-23 00:00:00+00:00,2025-12-24 00:00:00+00:00,2026-01-10 00:00:00+00:00,2026-01-02 00:00:00+00:00
tsk_001784,acc_0017,prj_00104,usr_00192,usr_00196,done,medium,False,2026-01-04 00:00:00+00:00,2026-01-04 00:00:00+00:00,2026-01-12 00:00:00+00:00,2026-01-21 00:00:00+00:00
tsk_001785,acc_0017,prj_00104,usr_00191,usr_00192,in_progress,medium,False,2026-01-16 00:00:00+00:00,2026-01-18 00:00:00+00:00,2026-02-07 00:00:00+00:00,
tsk_001786,acc_0017,prj_00104,usr_00198,usr_00198,in_progress,medium,False,2026-02-12 00:00:00+00:00,2026-02-13 00:00:00+00:00,2026-02-25 00:00:00+00:00,
tsk_001787,acc_0017,prj_00104,usr_00197,usr_00197,done,medium,False,2026-02-06 00:00:00+00:00,2026-02-09 00:00:00+00:00,2026-02-25 00:00:00+00:00,2026-02-13 00:00:00+00:00
tsk_001788,acc_0017,prj_00104,usr_00197,usr_00195,in_progress,high,False,2025-12-18 00:00:00+00:00,2025-12-21 00:00:00+00:00,2026-01-07 00:00:00+00:00,
tsk_001789,acc_0017,prj_00104,usr_00195,usr_00196,done,medium,False,2026-01-26 00:00:00+00:00,2026-01-27 00:00:00+00:00,2026-02-11 00:00:00+00:00,2026-02-09 00:00:00+00:00
tsk_001790,acc_0017,prj_00104,usr_00195,usr_00194,in_progress,low,False,2026-01-27 00:00:00+00:00,2026-01-29 00:00:00+00:00,2026-02-19 00:00:00+00:00,
tsk_001791,acc_0017,prj_00104,usr_00196,usr_00194,in_progress,medium,False,2026-02-14 00:00:00+00:00,2026-02-16 00:00:00+00:00,2026-02-28 00:00:00+00:00,
tsk_001792,acc_0017,prj_00104,usr_00196,,done,medium,False,2026-01-17 00:00:00+00:00,2026-01-17 00:00:00+00:00,2026-02-02 00:00:00+00:00,2026-02-19 00:00:00+00:00
tsk_001793,acc_0017,prj_00104,usr_00192,usr_00192,done,low,False,2025-12-23 00:00:00+00:00,2025-12-26 00:00:00+00:00,2026-01-07 00:00:00+00:00,2026-01-14 00:00:00+00:00
tsk_001794,acc_0017,prj_00104,usr_00194,usr_00193,in_progress,medium,False,2026-02-08 00:00:00+00:00,2026-02-09 00:00:00+00:00,2026-02-22 00:00:00+00:00,
tsk_001795,acc_0017,prj_00104,usr_00195,usr_00198,backlog,medium,False,2026-02-02 00:00:00+00:00,2026-02-04 00:00:00+00:00,2026-02-15 00:00:00+00:00,
tsk_001796,acc_0017,prj_00104,usr_00198,usr_00195,blocked,medium,True,2026-01-18 00:00:00+00:00,2026-01-21 00:00:00+00:00,2026-02-11 00:00:00+00:00,
tsk_001797,acc_0017,prj_00104,usr_00198,usr_00194,done,medium,True,2025-12-25 00:00:00+00:00,2025-12-26 00:00:00+00:00,2026-01-09 00:00:00+00:00,2026-01-19 00:00:00+00:00
tsk_001798,acc_0017,prj_00104,usr_00191,usr_00193,backlog,medium,False,2026-01-08 00:00:00+00:00,2026-01-11 00:00:00+00:00,2026-01-30 00:00:00+00:00,
tsk_001799,acc_0017,prj_00104,usr_00193,usr_00192,backlog,high,False,2026-01-22 00:00:00+00:00,2026-01-22 00:00:00+00:00,2026-02-02 00:00:00+00:00,
tsk_001800,acc_0017,prj_00104,usr_00191,usr_00195,done,high,False,2026-01-17 00:00:00+00:00,2026-01-18 00:00:00+00:00,2026-02-01 00:00:00+00:00,2026-02-25 00:00:00+00:00
tsk_001801,acc_0017,prj_00104,usr_00191,usr_00197,done,medium,False,2026-01-01 00:00:00+00:00,2026-01-04 00:00:00+00:00,2026-01-23 00:00:00+00:00,2026-02-16 00:00:00+00:00
tsk_001802,acc_0017,prj_00104,usr_00196,usr_00193,backlog,high,False,2026-02-21 00:00:00+00:00,2026-02-24 00:00:00+00:00,2026-03-10 00:00:00+00:00,
tsk_001803,acc_0017,prj_00104,usr_00191,usr_00197,done,high,False,2026-01-04 00:00:00+00:00,2026-01-06 00:00:00+00:00,2026-01-23 00:00:00+00:00,2026-02-22 00:00:00+00:00
tsk_001804,acc_0017,prj_00104,usr_00197,usr_00198,done,medium,False,2026-02-25 00:00:00+00:00,2026-02-26 00:00:00+00:00,2026-03-13 00:00:00+00:00,2026-02-26 00:00:00+00:00
tsk_001805,acc_0017,prj_00104,usr_00197,usr_00194,done,medium,False,2026-01-04 00:00:00+00:00,2026-01-06 00:00:00+00:00,2026-01-12 00:00:00+00:00,2026-01-28 00:00:00+00:00
tsk_001806,acc_0017,prj_00104,usr_00194,usr_00198,done,high,False,2026-02-09 00:00:00+00:00,2026-02-11 00:00:00+00:00,2026-02-24 00:00:00+00:00,2026-02-16 00:00:00+00:00
tsk_001807,acc_0017,prj_00105,usr_00198,usr_00191,in_progress,medium,False,2026-02-06 00:00:00+00:00,2026-02-09 00:00:00+00:00,2026-02-25 00:00:00+00:00,
tsk_001808,acc_0017,prj_00105,usr_00193,,in_progress,medium,False,2026-02-24 00:00:00+00:00,2026-02-26 00:00:00+00:00,2026-03-19 00:00:00+00:00,
tsk_001809,acc_0017,prj_00105,usr_00196,usr_00194,in_progress,high,False,2026-02-20 00:00:00+00:00,2026-02-23 00:00:00+00:00,2026-03-08 00:00:00+00:00,
tsk_001810,acc_0017,prj_00105,usr_00194,usr_00197,backlog,high,True,2026-02-11 00:00:00+00:00,2026-02-12 00:00:00+00:00,2026-02-27 00:00:00+00:00,
tsk_001811,acc_0017,prj_00105,usr_00194,usr_00192,in_progress,medium,False,2026-02-10 00:00:00+00:00,2026-02-11 00:00:00+00:00,2026-02-26 00:00:00+00:00,
tsk_001812,acc_0017,prj_00105,usr_00196,usr_00191,in_progress,medium,False,2026-02-26 00:00:00+00:00,2026-02-26 00:00:00+00:00,2026-03-17 00:00:00+00:00,
tsk_001813,acc_0017,prj_00105,usr_00197,usr_00197,done,low,False,2026-02-10 00:00:00+00:00,2026-02-10 00:00:00+00:00,2026-03-02 00:00:00+00:00,2026-02-20 00:00:00+00:00
tsk_001814,acc_0017,prj_00105,usr_00198,usr_00191,done,critical,False,2026-02-08 00:00:00+00:00,2026-02-11 00:00:00+00:00,2026-02-15 00:00:00+00:00,2026-02-16 00:00:00+00:00
tsk_001815,acc_0017,prj_00105,usr_00195,usr_00198,done,medium,False,2026-02-11 00:00:00+00:00,2026-02-13 00:00:00+00:00,2026-03-03 00:00:00+00:00,2026-02-15 00:00:00+00:00
tsk_001816,acc_0017,prj_00105,usr_00195,usr_00193,done,medium,False,2026-02-07 00:00:00+00:00,2026-02-07 00:00:00+00:00,2026-02-14 00:00:00+00:00,2026-02-18 00:00:00+00:00
tsk_001817,acc_0017,prj_00105,usr_00197,usr_00193,cancelled,high,False,2026-02-16 00:00:00+00:00,2026-02-19 00:00:00+00:00,2026-03-06 00:00:00+00:00,
tsk_001818,acc_0017,prj_00105,usr_00198,usr_00195,in_progress,medium,False,2026-02-21 00:00:00+00:00,2026-02-21 00:00:00+00:00,2026-03-10 00:00:00+00:00,
tsk_001819,acc_0017,prj_00105,usr_00192,usr_00192,in_progress,low,False,2026-02-11 00:00:00+00:00,2026-02-13 00:00:00+00:00,2026-02-24 00:00:00+00:00,
tsk_001820,acc_0017,prj_00105,usr_00198,usr_00191,done,low,False,2026-02-26 00:00:00+00:00,2026-02-26 00:00:00+00:00,2026-03-12 00:00:00+00:00,2026-02-26 00:00:00+00:00
tsk_001821,acc_0018,prj_00106,usr_00207,usr_00210,in_progress,medium,False,2026-02-09 00:00:00+00:00,2026-02-09 00:00:00+00:00,2026-02-19 00:00:00+00:00,
tsk_001822,acc_0018,prj_00106,usr_00209,usr_00200,in_progress,high,False,2026-02-03 00:00:00+00:00,2026-02-04 00:00:00+00:00,2026-02-16 00:00:00+00:00,
tsk_001823,acc_0018,prj_00106,usr_00207,usr_00203,in_progress,high,False,2026-02-26 00:00:00+00:00,2026-02-26 00:00:00+00:00,2026-03-13 00:00:00+00:00,
tsk_001824,acc_0018,prj_00106,usr_00211,usr_00203,done,high,False,2026-02-15 00:00:00+00:00,2026-02-17 00:00:00+00:00,2026-02-22 00:00:00+00:00,2026-02-25 00:00:00+00:00
tsk_001825,acc_0018,prj_00106,usr_00209,usr_00211,in_progress,critical,False,2026-02-06 00:00:00+00:00,2026-02-08 00:00:00+00:00,2026-02-20 00:00:00+00:00,
tsk_001826,acc_0018,prj_00106,usr_00210,usr_00208,in_progress,low,False,2026-02-24 00:00:00+00:00,2026-02-26 00:00:00+00:00,2026-03-19 00:00:00+00:00,
tsk_001827,acc_0018,prj_00106,usr_00206,usr_00203,done,low,False,2026-02-22 00:00:00+00:00,2026-02-24 00:00:00+00:00,2026-03-04 00:00:00+00:00,2026-02-25 00:00:00+00:00
tsk_001828,acc_0018,prj_00106,usr_00210,usr_00211,in_progress,medium,False,2026-02-23 00:00:00+00:00,2026-02-26 00:00:00+00:00,2026-03-19 00:00:00+00:00,
tsk_001829,acc_0018,prj_00106,usr_00205,usr_00208,backlog,high,False,2026-02-02 00:00:00+00:00,2026-02-03 00:00:00+00:00,2026-02-17 00:00:00+00:00,
tsk_001830,acc_0018,prj_00106,usr_00203,usr_00210,done,critical,True,2026-01-28 00:00:00+00:00,2026-01-28 00:00:00+00:00,2026-02-05 00:00:00+00:00,2026-02-08 00:00:00+00:00
tsk_001831,acc_0018,prj_00107,usr_00207,usr_00201,done,medium,False,2026-02-24 00:00:00+00:00,2026-02-26 00:00:00+00:00,2026-03-02 00:00:00+00:00,2026-02-26 00:00:00+00:00
tsk_001832,acc_0018,prj_00107,usr_00200,usr_00207,done,high,False,2026-02-25 00:00:00+00:00,2026-02-26 00:00:00+00:00,2026-03-08 00:00:00+00:00,2026-02-26 00:00:00+00:00
tsk_001833,acc_0018,prj_00107,usr_00211,usr_00200,backlog,high,False,2026-02-22 00:00:00+00:00,2026-02-23 00:00:00+00:00,2026-03-11 00:00:00+00:00,
tsk_001834,acc_0018,prj_00107,usr_00208,usr_00206,done,high,False,2026-02-23 00:00:00+00:00,2026-02-25 00:00:00+00:00,2026-03-01 00:00:00+00:00,2026-02-26 00:00:00+00:00
tsk_001835,acc_0018,prj_00107,usr_00211,usr_00206,in_progress,low,False,2026-02-25 00:00:00+00:00,2026-02-25 00:00:00+00:00,2026-03-08 00:00:00+00:00,
tsk_001836,acc_0018,prj_00107,usr_00201,usr_00206,backlog,medium,False,2026-02-25 00:00:00+00:00,2026-02-26 00:00:00+00:00,2026-03-13 00:00:00+00:00,
tsk_001837,acc_0018,prj_00107,usr_00209,usr_00205,done,critical,False,2026-02-26 00:00:00+00:00,2026-02-26 00:00:00+00:00,2026-03-12 00:00:00+00:00,2026-02-26 00:00:00+00:00
tsk_001838,acc_0018,prj_00107,usr_00207,usr_00202,done,high,False,2026-02-20 00:00:00+00:00,2026-02-20 00:00:00+00:00,2026-02-27 00:00:00+00:00,2026-02-23 00:00:00+00:00
tsk_001839,acc_0018,prj_00107,usr_00211,usr_00212,in_progress,high,False,2026-02-22 00:00:00+00:00,2026-02-22 00:00:00+00:00,2026-02-28 00:00:00+00:00,
tsk_001840,acc_0018,prj_00107,usr_00211,usr_00203,in_progress,high,False,2026-02-21 00:00:00+00:00,2026-02-23 00:00:00+00:00,2026-03-11 00:00:00+00:00,
tsk_001841,acc_0018,prj_00107,usr_00204,usr_00203,in_progress,high,False,2026-02-22 00:00:00+00:00,2026-02-22 00:00:00+00:00,2026-03-15 00:00:00+00:00,
tsk_001842,acc_0018,prj_00107,usr_00208,usr_00210,done,medium,False,2026-02-25 00:00:00+00:00,2026-02-25 00:00:00+00:00,2026-03-07 00:00:00+00:00,2026-02-26 00:00:00+00:00
tsk_001843,acc_0018,prj_00107,usr_00200,usr_00203,in_progress,medium,False,2026-02-21 00:00:00+00:00,2026-02-21 00:00:00+00:00,2026-02-26 00:00:00+00:00,
tsk_001844,acc_0018,prj_00107,usr_00208,usr_00211,done,medium,False,2026-02-25 00:00:00+00:00,2026-02-25 00:00:00+00:00,2026-03-14 00:00:00+00:00,2026-02-26 00:00:00+00:00
tsk_001845,acc_0018,prj_00107,usr_00208,usr_00204,backlog,medium,True,2026-02-21 00:00:00+00:00,2026-02-21 00:00:00+00:00,2026-03-05 00:00:00+00:00,
tsk_001846,acc_0018,prj_00107,usr_00207,usr_00210,in_progress,high,False,2026-02-20 00:00:00+00:00,2026-02-22 00:00:00+00:00,2026-03-07 00:00:00+00:00,
tsk_001847,acc_0018,prj_00107,usr_00209,,in_progress,medium,False,2026-02-21 00:00:00+00:00,2026-02-22 00:00:00+00:00,2026-02-25 00:00:00+00:00,
tsk_001848,acc_0018,prj_00107,usr_00208,usr_00205,done,high,False,2026-02-25 00:00:00+00:00,2026-02-25 00:00:00+00:00,2026-03-11 00:00:00+00:00,2026-02-26 00:00:00+00:00
tsk_001849,acc_0018,prj_00107,usr_00210,usr_00212,backlog,medium,False,2026-02-26 00:00:00+00:00,2026-02-26 00:00:00+00:00,2026-03-14 00:00:00+00:00,
tsk_001850,acc_0018,prj_00107,usr_00209,usr_00203,backlog,high,False,2026-02-22 00:00:00+00:00,2026-02-25 00:00:00+00:00,2026-03-13 00:00:00+00:00,
tsk_001851,acc_0018,prj_00107,usr_00200,usr_00202,in_progress,low,False,2026-02-22 00:00:00+00:00,2026-02-25 00:00:00+00:00,2026-03-04 00:00:00+00:00,
tsk_001852,acc_0018,prj_00107,usr_00208,usr_00205,done,low,False,2026-02-23 00:00:00+00:00,2026-02-25 00:00:00+00:00,2026-03-10 00:00:00+00:00,2026-02-26 00:00:00+00:00
tsk_001853,acc_0018,prj_00107,usr_00203,usr_00211,in_progress,medium,False,2026-02-20 00:00:00+00:00,2026-02-22 00:00:00+00:00,2026-03-14 00:00:00+00:00,
tsk_001854,acc_0018,prj_00107,usr_00211,usr_00203,in_progress,high,False,2026-02-23 00:00:00+00:00,2026-02-24 00:00:00+00:00,2026-03-15 00:00:00+00:00,
tsk_001855,acc_0018,prj_00107,usr_00210,usr_00204,done,high,True,2026-02-23 00:00:00+00:00,2026-02-26 00:00:00+00:00,2026-03-03 00:00:00+00:00,2026-02-26 00:00:00+00:00
tsk_001856,acc_0018,prj_00108,usr_00211,usr_00203,done,high,False,2026-02-10 00:00:00+00:00,2026-02-11 00:00:00+00:00,2026-02-21 00:00:00+00:00,2026-02-22 00:00:00+00:00
tsk_001857,acc_0018,prj_00108,usr_00203,usr_00203,backlog,high,True,2026-02-01 00:00:00+00:00,2026-02-03 00:00:00+00:00,2026-02-16 00:00:00+00:00,
tsk_001858,acc_0018,prj_00108,usr_00202,,done,low,False,2026-02-17 00:00:00+00:00,2026-02-17 00:00:00+00:00,2026-03-03 00:00:00+00:00,2026-02-25 00:00:00+00:00
tsk_001859,acc_0018,prj_00108,usr_00199,usr_00207,done,medium,False,2026-02-23 00:00:00+00:00,2026-02-24 00:00:00+00:00,2026-03-17 00:00:00+00:00,2026-02-25 00:00:00+00:00
tsk_001860,acc_0018,prj_00108,usr_00202,usr_00207,done,low,False,2026-01-29 00:00:00+00:00,2026-02-01 00:00:00+00:00,2026-02-21 00:00:00+00:00,2026-02-04 00:00:00+00:00
tsk_001861,acc_0018,prj_00108,usr_00201,usr_00211,done,high,False,2026-02-25 00:00:00+00:00,2026-02-25 00:00:00+00:00,2026-03-02 00:00:00+00:00,2026-02-26 00:00:00+00:00
tsk_001862,acc_0018,prj_00108,usr_00209,usr_00201,in_progress,medium,False,2026-01-27 00:00:00+00:00,2026-01-30 00:00:00+00:00,2026-02-02 00:00:00+00:00,
tsk_001863,acc_0018,prj_00108,usr_00200,usr_00211,done,medium,False,2026-02-06 00:00:00+00:00,2026-02-06 00:00:00+00:00,2026-02-16 00:00:00+00:00,2026-02-13 00:00:00+00:00
tsk_001864,acc_0018,prj_00108,usr_00204,usr_00203,backlog,medium,False,2026-02-22 00:00:00+00:00,2026-02-23 00:00:00+00:00,2026-03-12 00:00:00+00:00,
tsk_001865,acc_0018,prj_00108,usr_00208,usr_00209,cancelled,medium,False,2026-02-13 00:00:00+00:00,2026-02-13 00:00:00+00:00,2026-03-02 00:00:00+00:00,
tsk_001866,acc_0018,prj_00108,usr_00205,usr_00207,in_progress,medium,False,2026-02-01 00:00:00+00:00,2026-02-04 00:00:00+00:00,2026-02-15 00:00:00+00:00,
tsk_001867,acc_0018,prj_00108,usr_00202,usr_00202,in_progress,low,False,2026-02-24 00:00:00+00:00,2026-02-25 00:00:00+00:00,2026-02-28 00:00:00+00:00,
tsk_001868,acc_0018,prj_00109,usr_00205,usr_00209,in_progress,high,False,2026-01-27 00:00:00+00:00,2026-01-28 00:00:00+00:00,2026-02-18 00:00:00+00:00,
tsk_001869,acc_0018,prj_00109,usr_00204,usr_00209,in_progress,high,False,2026-02-23 00:00:00+00:00,2026-02-26 00:00:00+00:00,2026-03-13 00:00:00+00:00,
tsk_001870,acc_0018,prj_00109,usr_00202,usr_00204,in_progress,medium,False,2026-02-24 00:00:00+00:00,2026-02-25 00:00:00+00:00,2026-02-28 00:00:00+00:00,
tsk_001871,acc_0018,prj_00109,usr_00210,usr_00211,in_progress,medium,False,2026-02-21 00:00:00+00:00,2026-02-24 00:00:00+00:00,2026-03-16 00:00:00+00:00,
tsk_001872,acc_0018,prj_00109,usr_00202,usr_00210,cancelled,medium,True,2026-01-31 00:00:00+00:00,2026-02-03 00:00:00+00:00,2026-02-21 00:00:00+00:00,
tsk_001873,acc_0018,prj_00109,usr_00206,usr_00205,backlog,medium,False,2026-02-03 00:00:00+00:00,2026-02-06 00:00:00+00:00,2026-02-16 00:00:00+00:00,
tsk_001874,acc_0018,prj_00109,usr_00203,usr_00203,in_progress,high,False,2026-01-25 00:00:00+00:00,2026-01-27 00:00:00+00:00,2026-02-10 00:00:00+00:00,
tsk_001875,acc_0018,prj_00109,usr_00201,usr_00208,done,medium,False,2026-02-15 00:00:00+00:00,2026-02-17 00:00:00+00:00,2026-03-09 00:00:00+00:00,2026-02-19 00:00:00+00:00
tsk_001876,acc_0018,prj_00109,usr_00201,usr_00202,done,high,False,2026-02-23 00:00:00+00:00,2026-02-23 00:00:00+00:00,2026-03-16 00:00:00+00:00,2026-02-25 00:00:00+00:00
tsk_001877,acc_0018,prj_00109,usr_00201,,in_progress,medium,False,2026-02-23 00:00:00+00:00,2026-02-25 00:00:00+00:00,2026-03-06 00:00:00+00:00,
tsk_001878,acc_0018,prj_00109,usr_00206,usr_00211,done,high,False,2026-02-16 00:00:00+00:00,2026-02-17 00:00:00+00:00,2026-02-20 00:00:00+00:00,2026-02-20 00:00:00+00:00
tsk_001879,acc_0018,prj_00109,usr_00211,usr_00211,in_progress,medium,False,2026-01-27 00:00:00+00:00,2026-01-29 00:00:00+00:00,2026-02-04 00:00:00+00:00,
tsk_001880,acc_0018,prj_00109,usr_00209,usr_00210,done,medium,False,2026-01-28 00:00:00+00:00,2026-01-31 00:00:00+00:00,2026-02-06 00:00:00+00:00,2026-02-20 00:00:00+00:00
tsk_001881,acc_0018,prj_00109,usr_00208,usr_00209,in_progress,medium,False,2026-02-12 00:00:00+00:00,2026-02-12 00:00:00+00:00,2026-02-16 00:00:00+00:00,
tsk_001882,acc_0018,prj_00109,usr_00206,usr_00206,done,low,False,2026-02-26 00:00:00+00:00,2026-02-26 00:00:00+00:00,2026-03-15 00:00:00+00:00,2026-02-26 00:00:00+00:00
tsk_001883,acc_0018,prj_00109,usr_00208,usr_00206,in_progress,medium,False,2026-02-14 00:00:00+00:00,2026-02-17 00:00:00+00:00,2026-03-10 00:00:00+00:00,
tsk_001884,acc_0018,prj_00109,usr_00200,usr_00205,in_progress,critical,False,2026-01-30 00:00:00+00:00,2026-02-01 00:00:00+00:00,2026-02-08 00:00:00+00:00,
tsk_001885,acc_0018,prj_00109,usr_00209,usr_00199,in_progress,low,False,2026-02-06 00:00:00+00:00,2026-02-09 00:00:00+00:00,2026-03-02 00:00:00+00:00,
tsk_001886,acc_0018,prj_00109,usr_00212,usr_00204,in_progress,high,False,2026-01-30 00:00:00+00:00,2026-02-02 00:00:00+00:00,2026-02-21 00:00:00+00:00,
tsk_001887,acc_0018,prj_00109,usr_00204,usr_00205,in_progress,medium,False,2026-02-01 00:00:00+00:00,2026-02-02 00:00:00+00:00,2026-02-14 00:00:00+00:00,
tsk_001888,acc_0018,prj_00110,usr_00211,usr_00205,in_progress,critical,False,2026-02-23 00:00:00+00:00,2026-02-25 00:00:00+00:00,2026-03-13 00:00:00+00:00,
tsk_001889,acc_0018,prj_00110,usr_00211,usr_00205,done,medium,False,2026-02-13 00:00:00+00:00,2026-02-13 00:00:00+00:00,2026-03-02 00:00:00+00:00,2026-02-16 00:00:00+00:00
tsk_001890,acc_0018,prj_00110,usr_00204,usr_00211,backlog,low,False,2026-02-19 00:00:00+00:00,2026-02-21 00:00:00+00:00,2026-02-25 00:00:00+00:00,
tsk_001891,acc_0018,prj_00110,usr_00212,,done,high,False,2026-02-19 00:00:00+00:00,2026-02-22 00:00:00+00:00,2026-03-02 00:00:00+00:00,2026-02-25 00:00:00+00:00
